Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
l-C4H2,Butatrienylidene,8.93192,,"1(0,1)-0(0,0)",-6.4158,0.42866,8931.92,0.09917323929221311,1.0
