Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
C213CC2H,"2,4-Pentadiynylidyne",,7.1922467,"J=3/2-1/2,p=1--1,F1=1-0,F2=1-1",-7.0014,0.34518,7192.2467,0.04886085858470324,1.0
