Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
l-C5H2,Pentatetraenylidene,13.771755,,"3(0,3)-2(0,2)",-5.5425,1.32191,13771.755000000001,0.021666999999069958,1.0
