Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
C7H,"2,4,6-Heptatriynylidyne",13.118045,,"J=15/2-13/2,&Omega;=1/2,F=8-7,l=f",-5.227,2.6447,13118.045,0.0005560000008699717,1.0
