Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
l-C5H,"2,4-Pentadiynylidyne",11.936468,,"J=5/2-3/2,&Omega;=1/2,F=5/2--3/2+",-5.4952,0.91745,11936.467999999999,0.001317203674261691,1.0
