Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
C313CCH,"2,4-Pentadiynylidyne",,7.1008903,"J=3/2-1/2,p=1--1,F1=2-0,F2=2-1",-7.4756,0.3418,7100.8903,0.08747800000037387,1.0
