Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
c-C3H,Cyclopropenylidyne,14.68663,,"1(1,0)-1(1,1),J=1/2-1/2,F=1-1",-6.2758,0.70873,14686.63,0.04764301312388852,1.0
