Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
13CC4H,"2,4-Pentadiynylidyne",16.227456,,"J=7/2-5/2,p=-1-1,F1=3-3,F2=3-3",-6.9382,1.67042,16227.456,0.03535400597502303,1.0
