Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
C6H,"1,3,5-Hexatriynyl",,9.7035466,"J=7/2-5/2,&Omega;=3/2,l=e",-5.4998,0.79834,9703.5466,0.08414758797152899,1.0
