Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
C213CC2H,"2,4-Pentadiynylidyne",7.15043,,"J=3/2-1/2,p=-1-1,F1=2-1,F2=3-2",-6.3858,0.34648,7150.43,0.05231887474110408,1.0
