Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
c-C3H,Cyclopropenylidyne,,14.7553962,"1(1,0)-1(1,1),J=1/2-3/2,F=0-1",-6.6543,0.70886,14755.3962,0.0035695318365469575,1.0
