Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
l-C5H,"2,4-Pentadiynylidyne",11.933922,,"J=5/2-3/2,&Omega;=1/2,F=3/2+-1/2-",-5.6873,0.9169,11933.922,0.033556000000317,1.0
