Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
C413CH,"2,4-Pentadiynylidyne",16.244545,,"J=7/2-5/2,p=1--1,F1=3-2,F2=4-3",-5.4769,1.67196,16244.544999999998,0.09497744189866353,1.0
