Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
H2CCHCCH(C4H4),Vinylacetylene,9.07474,,"1(0,1)-0(0,0)",-8.4323,0.43552,9074.74,0.02328743599173322,1.0
