Species,Chemical Name,Meas Freq-GHz,Freq-GHz,Resolved QNs,CDMS/JPL Intensity,E_U (K),Frequency,Deviation,Weighting
l-C5H,"2,4-Pentadiynylidyne",11.932472,,"J=5/2-3/2,&Omega;=1/2,F=5/2+-3/2-",-5.4954,0.91669,11932.472,0.0014909339042787906,1.0
