Frequency,Intensity
12219.911111,0.2156572381472
12232.177778,0.2038735212658
12234.577778,0.28198052824959996
12265.777778,0.244504215669
12476.444444,0.2786886409032
12669.511111,0.4630058217063
12706.222222,1.348676428059
12748.355556,0.18887311830200001
12750.222222,0.5309840332517001
12765.688889000001,0.2378599550109
12787.822222,0.5426637983494
12796.533333,0.6729746565183
12916.266667,0.2431122475589
12979.377778,0.5065268250105001
12987.2,0.7487557722125
13021.422222,0.15611405756629998
13029.422222,0.33404835016
13042.488889,0.7800227841955
13055.288889,0.28614329356620005
13072.977778,0.43218949012559993
13074.666667,0.5539636569969
13095.555556,0.1366437949973
13118.044444,0.1946620905315
13179.111111,0.272319402041
13184.711111,0.6083500376048
13191.555556,0.5379717163318
13200.266667,0.1356542705226
13244.888889,0.16294543663660002
13313.333333,0.15337535518110001
13323.377778,0.8266279992251999
13338.222222,0.14221431280129998
13356.0,0.2229462835141
13375.644444,0.3643304394695999
13388.177778,0.1291217969091
13391.644444,0.1998721398119
13468.355556,0.36543633219859994
13475.733333000002,0.14158194921779998
13552.0,1.979469766449
13591.644444,1.087120938929
13612.177778,1.191825832065
13624.8,0.28253447824890005
13640.533333000001,0.3449171372604001
13667.822222,0.313755335084
13703.644444,0.24917472793870002
13712.977778,0.1350506485492
13732.8,0.6136392595808
13737.777778,0.32312353771499996
13746.4,0.1529673724337
13749.511111000002,0.1521323954962
13751.377778,0.14176094518270002
13793.6,0.3409665782322
13808.0,0.3316130742026
13825.333333,0.25622932099199996
13863.733333000002,0.1757091312918
14041.244444,0.7224863834263
14113.866666999998,0.29064450876049996
14158.755556,0.1490593090959
14230.4,0.1944508593925
14299.466666999999,0.1331606393248
14317.511111000002,0.2110445507752
14348.0,0.1398629582764
14390.755556,0.576441470837
14398.311111,0.1471470884029
14583.911111000001,0.171116592738
14600.177778,0.4026140050884
14689.688889,0.46770875405170004
14714.488888999998,0.157099779906
14752.266666999998,0.1303334539625
14755.377778,0.540123235785
14758.844444,0.5525980527682
14760.622222,0.1661222812916
14762.4,0.35840119425620004
14770.666667,0.133404187062
14780.711111,0.2076089059936
14905.244444,0.1336648561406
14918.755556,1.095342460798
15081.422222,2.9812053944590002
15099.2,0.1685595948731
15304.355556,0.8299303446202
15314.755556,0.5955278990785
15392.088888999999,0.8820637509375
15444.0,0.2155460460574
15486.311111,0.1285427499771
15762.133333000002,1.204856224471
15814.133333000002,0.2973049798552
15822.577778,0.4622251602621
15831.466666999999,0.177198082252
15834.666667,0.2793074219814
15931.733333000002,2.15801275134
15951.911111000001,0.30212804248540004
15976.0,0.19853779948130001
16212.088888999999,0.3024879711904
16250.044444,4.665909965969
16251.466666999999,0.1378574846012
16280.444444,0.25488617871520003
16296.622222,1.09242504368
16300.444444,0.5163646392872999
16309.688889,0.14520416385749998
16312.711111,0.15454687745850001
16331.466666999999,0.6438393448017
16464.622221999998,0.18900660261660002
16581.066667,0.1399713802607
16675.111111000002,0.2659412413763
16710.666666999998,1.234891394313
16828.177778,2.1730219071650003
16848.8,0.914071649551
16910.755556,0.3618383809074
16920.533333000003,0.8595607044141998
17016.266667,0.2269494989528
17052.533333000003,0.129747229238
17091.733333,2.232652333142
17102.133333,0.46318256187740003
17115.022222,0.1510698343047
17273.333333000002,0.7831354988832
17435.733333,0.1489668496088
17788.533333000003,0.2796285538819
17863.822222,0.2461021234311
17937.955556,0.17732464360970002
18146.577778,0.3354854235549
18241.688888999997,0.42188059262
18260.977778,0.336158699945
18324.0,0.1760699787149
18341.777778,0.15612258710889998
18343.111111000002,7.720448390661
18344.622221999998,0.17304807044179998
18650.311111000003,0.4922828770831
19015.111111000002,0.1331128586409
19054.488889,0.28234093769009994
19243.555556,0.21906355392299998
19252.266667,0.18619894324070002
19418.044444,0.21522347199859998
19421.955556,0.20038248922989998
19424.088889,0.14812224344570002
