Frequency,Intensity
6505.866667,0.16241812214370002
6531.555556,0.9526723145272
6534.044444,0.3160678524797
6538.488889,0.1791753621452
6543.733333,0.4909834050213
6557.777778,0.8012604756541001
6699.644444,0.6900697466275001
6824.977778,0.1921576981911
6826.222222,0.8786383542383001
6844.355556,1.045320276369
6848.355556,0.1579564530093
6857.333333,0.16989629346479998
6858.311111,2.310998449077
6865.066667,0.4440257843708
6943.911111,0.5429433141154
7035.911111,0.1981974160348
7153.866667,0.1357037643033
7157.688889,0.3015560002131
7167.288889,0.2668763630649
7170.133333,0.15570880356779998
7171.911111,0.6589826087021999
7186.755556,0.6323126306948
7209.155556000001,0.71569337212
7216.355556,0.1912083502812
7285.511111,0.2515212703564
7307.466667000001,0.44862411643600003
7383.555556,0.5584552627621999
7447.822222,1.17987846849
7483.911111,0.18933372569079998
7497.866667,0.18535921319429996
7570.311111,0.1485489175247
7614.044444,3.033576530049
7655.733333,1.0861838056739999
7705.777778,0.36344091487159996
7711.022222,0.5241228683599001
7778.488889,0.2673584419929
7814.666667,0.9231119000251999
7852.177778,0.1306982995763
7868.266667,0.14241562334479999
7942.666667,0.1634974367663
7947.111111,0.180900629734
8041.066667,0.1567580346515
8054.755556,0.1744800654977
8075.555556,1.786412166686
8089.866667,0.1762197380784
8123.733333,0.24292820328370002
8124.977778,9.083610898166
8126.666667,0.19964974811
8131.2,1.977361741769
8134.133333,0.22328213341220002
8135.822222,1.594855027729
8138.4,0.1429239641133
8140.444444,0.5439673528125
8145.066667,0.14332092945879998
8153.422222,0.17576824133049998
8154.844443999999,0.29377353839840004
8156.355556,0.1917280008635
8204.088889,0.2566563532859
8208.8,0.23360058157920002
8276.977778,0.9189719676623
8303.377778,0.1607741133792
8436.0,0.6459004783832
8459.911111,0.2533242664641
8509.866667,1.57900939646
8556.0,0.1525550576046
8676.888889,0.1866569245462
8681.688889000001,0.1916643164164
8683.644444,1.246460153503
8687.911111,0.1405525017715
8693.866667,0.6040959689361999
8722.488889,0.48618523074209996
8742.044444,0.1296978848958
8756.0,0.9634392223185
8764.0,0.17906155768649998
8770.133333,0.1632119285059
8772.8,1.585173520508
8773.866667,0.31014630973859997
8854.844444,0.5000738160681
8925.777778,0.3028497127222
8928.888889,0.9375190467479999
9025.777778,0.1678980782651
9049.955556,0.2066918850491
9097.066667000001,0.21383599641370002
9098.311110999999,0.2577216891467
9106.666667,0.30912831021340004
9133.6,0.4530810489141
9160.0,0.12894567591460002
9200.888889,0.2063059164905
9228.444444,0.8292319080715
9338.844444,0.13289935855
9354.666667,0.24203036838489997
9369.333333,0.22013392856150002
9423.911111,0.14565439484179998
9485.244444,0.144336753993
9497.6,1.295964678537
9571.2,0.431383769975
9621.777778,0.8126185545029001
9750.933332999999,0.20514131431029997
9770.577778,0.3122123250476
9782.311110999999,0.6918536166841001
9792.888889,1.4767879118
9802.577778,0.1900479699069
9811.022222,0.3395658726953
9814.488889,0.19543730733370002
9821.955556,0.16930406652539998
9846.222222,0.1626522663466
9854.4,0.4049453212483
9858.844444,0.8796247441577
9882.222222,0.1303478138774
9923.2,0.2721882325857
10042.222222,0.6615816969165
10056.533333,0.9335967007678001
10117.333333,0.2107939384746
10207.733333,0.49969083615059995
10236.0,1.150424288586
10254.4,1.0414296862399999
10261.333333,0.5101909415935
10307.288889,0.44724038867140004
10308.888889,0.278862280799
10333.866667,0.224295331637
10360.0,0.28240905759429996
10596.0,0.1330666589899
10631.733333,1.400920640071
10650.666667,0.16507253808070002
10749.777778,0.9158259099881999
10758.933332999999,2.413231116205
10762.933332999999,0.2128963214486
10764.977778,0.6768934013985001
10772.266667,0.3381117305516
10805.244444,1.001470465236
10816.0,0.2703039505971
10843.822222,1.4754991802950002
10855.288889,0.5476960779487
10861.066667000001,0.1920997372713
10899.022222,0.1511105754448
10914.133333,0.18368676042210003
10918.933332999999,0.17883624164220002
10924.444444,1.24707931637
10927.644444,0.3341763057432
10959.288889,0.2000510028579
10964.444444,0.2525292465997
11072.711111,0.2371602162925
11104.266667,0.45714063849250003
11110.844444,0.1382346227842
11144.888889,0.29263381406570005
11154.577778,0.8062670022089999
11225.155556,0.1530255852971
11298.488889,0.21329984144560002
11549.688889000001,2.045910913491
11552.622222,0.2664866722506
11555.2,2.5098835807679998
11560.8,0.21407278577239996
11673.955556,0.20840234235309998
11691.377778,0.4762945935066
11803.733333,0.2410890342317
11913.511111,1.170381136959
11933.955556,0.3725677721268
11938.311110999999,0.4136896161227
11951.022222,0.2581993538838
11986.4,0.2710531046
11996.444444,1.30317725917
12073.066667000001,0.1473515824941
12130.577778,0.1574341606676
12215.911111,0.21432754794599998
12217.6,0.1862273501616
